"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Out 12","13,28","15,15","15,56","13,25","152,61M","-12,62%"
"Set 12","15,20","14,07","16,53","14,02","131,81M","8,21%"
"Ago 12","14,05","13,06","14,79","12,76","157,94M","6,89%"
"Jul 12","13,14","11,80","13,35","10,85","137,56M","11,62%"
"Jun 12","11,77","11,56","12,42","11,09","124,12M","-0,91%"
"Mai 12","11,88","13,96","14,04","11,44","170,31M","-14,94%"
"Abr 12","13,97","15,43","15,56","13,45","136,22M","-9,13%"
"Mar 12","15,37","16,29","17,47","15,19","121,10M","-5,18%"
"Fev 12","16,21","15,98","16,91","15,06","143,86M","2,26%"
"Jan 12","15,86","13,94","16,03","13,42","148,90M","14,73%"
"Dez 11","13,82","14,12","14,74","12,95","128,40M","-0,88%"
"Nov 11","13,94","14,35","14,90","13,26","116,36M","-6,09%"
"Out 11","14,85","14,03","15,08","13,06","159,41M","4,27%"
"Set 11","14,24","15,48","16,37","13,41","122,78M","-5,99%"
"Ago 11","15,15","14,96","15,16","11,86","155,28M","2,48%"
"Jul 11","14,78","15,69","15,98","13,95","107,84M","-6,11%"
"Jun 11","15,74","15,49","15,74","14,83","99,98M","0,78%"
"Mai 11","15,62","15,95","16,31","14,79","116,01M","-2,68%"
"Abr 11","16,05","16,47","16,88","15,01","101,42M","-1,90%"
"Mar 11","16,36","16,36","16,41","15,15","110,39M","0,20%"
"Fev 11","16,33","16,27","17,38","15,17","139,64M","1,04%"
"Jan 11","16,16","17,10","17,45","16,08","91,11M","-5,28%"
"Dez 10","17,06","17,87","18,45","16,17","92,13M","-10,11%"
"Nov 10","18,98","19,10","20,10","18,38","89,78M","-0,21%"
"Out 10","19,02","18,51","20,10","18,32","97,98M","2,98%"
"Set 10","18,47","16,31","18,47","15,92","97,70M","13,73%"
"Ago 10","16,24","17,28","17,62","15,64","93,27M","-6,13%"
"Jul 10","17,30","14,59","17,40","14,35","168,45M","23,84%"
"Jun 10","13,97","14,56","16,29","13,94","82,11M","-5,10%"
"Mai 10","14,72","16,61","16,76","13,97","73,95M","-12,07%"
"Abr 10","16,74","16,67","17,48","16,08","68,29M","0,42%"
"Mar 10","16,67","16,58","16,95","16,14","55,23M","0,97%"
"Fev 10","16,51","15,49","17,02","14,91","73,84M","7,56%"
"Jan 10","15,35","16,28","16,63","14,82","51,67M","-5,36%"
"Dez 09","16,22","16,82","17,01","15,66","53,86M","-3,28%"
"Nov 09","16,77","15,24","17,40","15,00","62,21M","9,97%"
"Out 09","15,25","16,78","17,51","14,60","73,73M","-9,66%"
"Set 09","16,88","14,06","17,35","13,64","64,63M","20,14%"
"Ago 09","14,05","12,68","14,45","12,68","58,17M","11,51%"
"Jul 09","12,60","11,36","12,84","10,72","58,33M","11,60%"
"Jun 09","11,29","11,42","12,05","10,66","49,82M","0,98%"
"Mai 09","11,18","10,05","11,54","9,89","54,53M","15,02%"
"Abr 09","9,72","8,79","10,25","8,68","138,04M","9,46%"
"Mar 09","8,88","7,04","9,14","6,77","76,15M","23,16%"
"Fev 09","7,21","7,08","7,47","6,83","63,73M","-0,28%"
"Jan 09","7,23","7,47","8,39","6,61","95,73M","-3,21%"
"Dez 08","7,47","6,96","8,86","6,86","77,26M","3,75%"
"Nov 08","7,20","7,53","8,35","5,55","104,44M","-2,31%"
"Out 08","7,37","11,32","11,36","5,74","105,85M","-35,07%"
"Set 08","11,35","11,78","11,78","9,52","67,23M","-3,65%"
"Ago 08","11,78","12,24","12,24","10,42","67,74M","-4,69%"
"Jul 08","12,36","12,75","12,90","11,29","83,78M","-4,04%"
"Jun 08","12,88","15,60","15,85","12,76","67,00M","-19,20%"
"Mai 08","15,94","14,83","16,06","13,35","91,55M","13,45%"
"Abr 08","14,05","11,64","14,13","10,94","96,58M","25,11%"
"Mar 08","11,23","13,55","13,73","11,09","92,43M","-17,79%"
"Fev 08","13,66","14,28","15,34","13,29","80,61M","-3,19%"
"Jan 08","14,11","14,52","15,31","12,73","73,12M","-3,75%"
"Dez 07","14,66","14,89","15,56","13,95","76,20M","-3,99%"
"Nov 07","15,27","14,75","15,27","11,80","58,51M","1,94%"
"Out 07","14,98","14,94","15,35","13,40","53,74M","1,28%"
"Set 07","14,79","13,49","14,84","12,27","38,43M","10,13%"
"Ago 07","13,43","13,89","14,47","11,32","52,37M","-4,75%"
"Jul 07","14,10","13,34","15,10","12,88","43,60M","6,09%"
"Jun 07","13,29","12,66","13,82","12,64","46,74M","5,64%"
"Mai 07","12,58","11,15","13,61","11,08","51,24M","13,85%"
"Abr 07","11,05","10,59","11,75","10,24","27,15M","4,34%"
"Mar 07","10,59","10,80","11,12","10,16","34,83M","-2,75%"
"Fev 07","10,89","11,04","11,51","10,40","29,25M","-1,36%"
"Jan 07","11,04","10,09","11,12","10,01","36,01M","8,66%"
"Dez 06","10,16","9,35","10,40","9,29","31,33M","8,20%"
"Nov 06","9,39","8,26","9,39","8,21","33,70M","13,82%"
"Out 06","8,25","7,65","8,44","7,63","43,02M","9,42%"
"Set 06","7,54","7,67","8,06","6,95","34,17M","-1,05%"
"Ago 06","7,62","7,88","8,38","7,15","43,36M","-3,79%"
"Jul 06","7,92","7,92","8,04","7,25","35,26M","-0,25%"
"Jun 06","7,94","9,13","9,76","7,07","41,74M","-10,99%"
"Mai 06","8,92","9,53","10,67","7,67","22,86M","-7,37%"
"Abr 06","9,63","8,81","9,70","8,23","18,66M","9,31%"
"Mar 06","8,81","8,81","9,32","7,87","15,75M","0,92%"
"Fev 06","8,73","8,50","10,12","8,48","18,10M","2,71%"
"Jan 06","8,50","6,72","9,20","6,53","17,55M","26,87%"
"Dez 05","6,70","6,29","7,06","6,29","11,38M","7,54%"
"Nov 05","6,23","6,59","7,04","6,19","11,59M","-5,18%"
"Out 05","6,57","6,84","7,07","5,76","10,25M","-4,64%"
"Set 05","6,89","5,56","7,13","5,46","16,99M","24,37%"
"Ago 05","5,54","4,94","6,05","4,84","18,12M","11,47%"
"Jul 05","4,97","5,03","5,07","4,48","11,11M","-1,19%"
"Jun 05","5,03","4,91","5,24","4,45","18,25M","3,07%"
"Mai 05","4,88","4,68","5,05","4,56","16,06M","5,17%"
"Abr 05","4,64","4,75","4,81","4,26","23,53M","-1,28%"
"Mar 05","4,70","4,92","5,45","4,34","24,46M","-4,47%"
"Fev 05","4,92","4,86","5,88","4,78","22,86M","0,20%"
"Jan 05","4,91","5,16","5,31","4,72","8,36M","-4,84%"
"Dez 04","5,16","5,08","5,40","4,95","15,50M","1,98%"
"Nov 04","5,06","4,49","5,32","4,45","10,53M","12,44%"
"Out 04","4,50","4,03","4,69","4,01","12,95M","12,50%"
"Set 04","4,00","3,93","4,10","3,66","10,13M","3,90%"
"Ago 04","3,85","3,65","3,97","3,49","18,11M","5,48%"
"Jul 04","3,65","3,57","3,76","3,48","8,91M","2,24%"
"Jun 04","3,57","3,28","3,62","3,19","8,99M","8,18%"
"Mai 04","3,30","3,03","3,38","2,79","12,53M","8,91%"
"Abr 04","3,03","3,70","3,88","3,00","11,76M","-18,11%"
"Mar 04","3,70","3,44","3,89","3,38","12,12M","7,56%"
"Fev 04","3,44","3,26","3,78","3,14","12,99M","6,17%"
"Jan 04","3,24","3,81","4,31","3,19","14,37M","-14,96%"
"Dez 03","3,81","3,89","4,03","3,70","12,62M","-2,06%"
"Nov 03","3,89","3,02","3,95","3,02","15,54M","30,10%"
"Out 03","2,99","2,54","3,16","2,54","17,71M","17,72%"
"Set 03","2,54","2,42","2,82","2,42","21,06M","3,67%"
"Ago 03","2,45","2,22","2,54","2,17","14,87M","8,41%"
"Jul 03","2,26","2,06","2,32","2,05","11,18M","8,65%"
"Jun 03","2,08","2,43","2,68","2,00","22,64M","-14,40%"
"Mai 03","2,43","2,03","2,45","1,99","22,34M","20,30%"
"Abr 03","2,02","1,68","2,17","1,67","24,99M","20,96%"
"Mar 03","1,67","1,52","1,74","1,48","17,50M","9,87%"
"Fev 03","1,52","1,53","1,58","1,43","12,92M","-0,65%"
"Jan 03","1,53","1,57","1,72","1,45","20,30M","-1,92%"
"Dez 02","1,56","1,61","1,63","1,47","22,90M","-2,50%"
"Nov 02","1,60","1,56","1,68","1,52","24,22M","3,90%"
"Out 02","1,54","1,32","1,59","1,27","23,92M","21,26%"
"Set 02","1,27","1,72","1,78","1,22","16,36M","-26,59%"
"Ago 02","1,73","1,47","1,80","1,29","5,38M","26,28%"
"Jul 02","1,37","1,42","1,81","1,33","5,17M","-2,84%"
"Jun 02","1,41","2,07","2,08","1,36","3,62M","-32,21%"
"Mai 02","2,08","2,18","2,21","1,84","3,78M","-2,80%"
"Abr 02","2,14","1,86","2,43","1,86","5,94M","16,30%"
"Mar 02","1,84","1,64","1,99","1,64","4,69M","11,52%"
"Fev 02","1,65","1,43","1,78","1,41","3,50M","15,38%"
"Jan 02","1,43","1,68","1,75","1,40","3,41M","-14,88%"
"Dez 01","1,68","1,45","1,74","1,45","3,86M","15,86%"
"Nov 01","1,45","1,23","1,57","1,19","3,63M","18,85%"
"Out 01","1,22","1,12","1,27","1,04","3,39M","4,27%"
"Set 01","1,17","1,42","1,52","1,08","4,10M","-17,61%"
"Ago 01","1,42","1,38","1,59","1,38","5,51M","1,43%"
"Jul 01","1,40","1,51","1,59","1,37","2,27M","-7,89%"
"Jun 01","1,52","1,25","1,66","1,23","8,56M","21,60%"
"Mai 01","1,25","1,38","1,47","1,22","2,52M","-8,76%"
"Abr 01","1,37","1,19","1,54","1,07","5,03M","19,13%"
"Mar 01","1,15","1,15","1,31","1,08","2,98M","0,00%"
"Fev 01","1,15","1,24","1,30","1,11","2,61M","-8,73%"
"Jan 01","1,26","0,93","1,37","0,93","6,03M","32,63%"
"Dez 00","0,95","0,95","1,03","0,89","1,57M","4,40%"
"Nov 00","0,91","0,93","1,03","0,87","1,54M","-2,15%"
"Out 00","0,93","0,99","1,06","0,86","2,47M","-6,06%"
"Set 00","0,99","0,98","1,10","0,97","2,66M","1,02%"
"Ago 00","0,98","0,98","1,04","0,95","3,81M","-1,01%"
"Jul 00","0,99","1,02","1,10","0,97","2,01M","-2,94%"
"Jun 00","1,02","0,90","1,09","0,89","3,42M","12,09%"
"Mai 00","0,91","1,00","1,01","0,86","2,43M","-4,21%"
"Abr 00","0,95","1,00","1,00","0,84","3,83M","-5,00%"
"Mar 00","1,00","1,19","1,24","0,98","4,97M","-15,25%"
"Fev 00","1,18","1,26","1,32","1,16","3,74M","-5,60%"
"Jan 00","1,25","1,33","1,36","1,19","2,59M","-6,02%"
"Dez 99","1,33","1,18","1,33","1,13","2,69M","11,76%"
"Nov 99","1,19","1,05","1,22","1,03","3,22M","15,53%"
"Out 99","1,03","0,92","1,08","0,91","2,15M","7,29%"
"Set 99","0,96","0,91","1,03","0,91","1,13M","5,49%"
"Ago 99","0,91","0,95","0,96","0,83","2,44M","-6,19%"
"Jul 99","0,97","1,11","1,11","0,95","998,80K","-12,61%"
"Jun 99","1,11","1,15","1,21","1,00","2,09M","-5,93%"
"Mai 99","1,18","1,19","1,33","1,11","2,25M","-0,84%"
"Abr 99","1,19","1,11","1,29","1,09","2,75M","10,19%"
"Mar 99","1,08","1,03","1,21","1,03","2,33M","6,93%"
"Fev 99","1,01","1,02","1,14","0,95","724,97K","0,00%"
"Jan 99","1,01","1,13","1,21","0,81","664,64K","-9,01%"
"Dez 98","1,11","1,21","1,22","0,97","731,83K","-9,02%"
"Nov 98","1,22","1,01","1,35","0,99","1,70M","23,23%"
"Out 98","0,99","1,02","1,11","0,94","1,06M","-3,88%"
"Set 98","1,03","1,27","1,36","0,95","1,42M","-17,60%"
"Ago 98","1,25","1,54","1,54","1,24","24,21M","-18,83%"
"Jul 98","1,54","1,49","1,75","1,48","2,15M","1,99%"
"Jun 98","1,51","1,67","1,75","1,35","2,68M","-11,18%"
"Mai 98","1,70","1,87","2,02","1,38","8,91M","-17,48%"
"Abr 98","2,06","1,54","2,14","1,52","9,67M","35,53%"
"Mar 98","1,52","1,19","1,53","1,19","1,55M","25,62%"
"Fev 98","1,21","1,24","1,30","1,14","1,05M","-2,42%"
"Jan 98","1,24","1,19","1,27","1,10","1,38M","8,77%"
"Dez 97","1,14","1,11","1,21","1,00","85,75M","2,70%"
"Nov 97","1,11","1,29","1,30","0,86","763,47K","-11,20%"
"Out 97","1,25","1,64","1,78","1,21","851,86K","-26,47%"
"Set 97","1,70","1,54","1,75","1,49","538,99K","6,92%"
"Ago 97","1,59","1,68","1,91","1,59","1,09M","-7,56%"
"Jul 97","1,72","1,83","1,99","1,52","1,59M","-3,91%"
"Jun 97","1,79","1,43","2,06","1,33","1,60M","26,06%"
"Mai 97","1,42","1,28","1,46","1,18","220,45K","10,94%"
"Abr 97","1,28","1,41","1,48","1,27","452,23K","-11,72%"
"Mar 97","1,45","1,48","1,51","1,37","690,04K","-2,03%"
"Fev 97","1,48","1,51","1,67","1,42","452,48K","-0,67%"
"Jan 97","1,49","1,48","1,51","1,40","1,14M","-1,32%"
"Dez 96","1,51","1,48","1,68","1,46","814,14K","2,03%"
"Nov 96","1,48","1,47","1,51","1,47","576,04K","0,68%"
"Out 96","1,47","1,55","1,56","1,47","1,43M","-5,77%"
"Set 96","1,56","1,55","1,64","1,52","373,21K","0,00%"
"Ago 96","1,56","1,39","1,70","1,38","295,95K","11,43%"
"Jul 96","1,40","1,31","1,57","1,31","341,39K","7,69%"
"Jun 96","1,30","1,46","1,48","1,29","638,76K","-11,56%"
"Mai 96","1,47","1,54","1,57","1,40","1,63M","-4,55%"
"Abr 96","1,54","1,59","1,75","1,51","1,80M","-1,91%"
"Mar 96","1,57","2,10","2,10","1,33","1,95M","-23,79%"
"Fev 96","2,06","2,00","2,30","2,00","507,38K","3,00%"
"Jan 96","2,00","1,61","2,05","1,61","603,58K","21,95%"
"Dez 95","1,64","1,89","1,89","1,51","785,12K","-14,14%"
"Nov 95","1,91","2,24","2,38","1,83","690,50K","-15,49%"
"Out 95","2,26","2,19","2,34","2,06","364,64K","3,20%"
"Set 95","2,19","2,19","2,54","2,11","341,55K","0,46%"
"Ago 95","2,18","1,85","2,35","1,85","2,14M","14,14%"
"Jul 95","1,91","1,52","2,06","1,49","785,93K","22,44%"
"Jun 95","1,56","1,48","1,64","1,43","1,53M","5,41%"
"Mai 95","1,48","1,65","1,91","1,43","139,31K","-13,95%"
"Abr 95","1,72","1,45","1,72","1,32","160,74K","13,91%"
"Mar 95","1,51","1,64","1,67","1,35","400,64K","-9,58%"
"Fev 95","1,67","2,06","2,08","1,47","644,33K","-16,50%"
"Jan 95","2,00","2,38","2,38","1,62","870,21K","-15,97%"
"Dez 94","2,38","2,51","2,70","2,14","251,60K","-6,30%"
"Nov 94","2,54","2,43","2,55","2,30","357,02K","4,53%"
"Out 94","2,43","2,65","2,70","2,30","808,38K","-4,33%"
"Set 94","2,54","3,02","3,41","2,54","528,14K","-15,89%"
"Ago 94","3,02","2,62","3,41","2,46","561,89K","18,90%"
"Jul 94","2,54","2,22","2,78","2,22","372,17K","8,55%"
"Jun 94","2,34","1,41","2,43","1,28","1,78M","63,64%"
"Mai 94","1,43","1,18","1,47","0,90","437,18K","23,28%"
"Abr 94","1,16","1,01","1,18","0,93","961,41K","0,87%"
"Mar 94","1,15","0,65","1,21","0,58","1,63M","79,69%"
"Fev 94","0,64","0,45","0,68","0,42","2,34M","42,22%"
"Jan 94","0,45","0,22","0,49","0,20","1,35M","104,55%"
"Dez 93","0,22","0,14","0,24","0,13","496,53K","46,67%"
"Nov 93","0,15","0,12","0,16","0,11","418,38K","25,00%"
"Out 93","0,12","0,11","0,14","0,09","533,29K","9,09%"
"Set 93","0,11","0,06","0,11","0,06","565,24K","83,33%"
"Ago 93","0,06","0,05","0,07","0,04","727,36K","20,00%"
"Jul 93","0,05","0,04","0,06","0,04","196,73K","25,00%"
"Jun 93","0,04","0,03","0,04","0,03","189,48K","33,33%"
"Mai 93","0,03","0,02","0,03","0,03","-","50,00%"
"Abr 93","0,02","0,02","0,02","0,02","-","0,00%"
"Mar 93","0,02","0,01","0,02","0,02","-","100,00%"
"Fev 93","0,01","0,01","0,01","0,01","-","0,00%"
"Jan 93","0,01","0,01","0,01","0,01","-","-66,67%"
"Dez 92","0,03","0,02","0,03","0,03","-","50,00%"
"Nov 92","0,02","0,02","0,02","0,02","-","0,00%"
