"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Mar 16","84,99","81,10","88,66","78,49","246,34K","5,79%"
"Fev 16","80,34","74,89","81,13","73,11","320,21K","7,74%"
"Jan 16","74,57","78,95","80,06","72,01","196,44K","-5,05%"
"Dez 15","78,54","83,45","84,55","76,12","289,81K","-6,66%"
"Nov 15","84,14","83,42","86,30","81,99","289,46K","0,79%"
"Out 15","83,48","78,49","84,55","77,07","240,34K","6,28%"
"Set 15","78,55","82,12","86,32","77,13","222,95K","-5,06%"
"Ago 15","82,74","85,79","86,62","80,81","327,87K","-2,92%"
"Jul 15","85,23","85,71","88,14","83,44","372,76K","-1,01%"
"Jun 15","86,11","81,61","86,44","81,27","422,75K","6,34%"
"Mai 15","80,97","77,54","81,59","76,18","256,59K","4,35%"
"Abr 15","77,60","75,15","77,60","74,21","245,49K","4,03%"
"Mar 15","74,59","74,25","76,20","72,23","324,12K","0,85%"
"Fev 15","73,96","73,97","74,98","69,63","307,53K","1,07%"
"Jan 15","73,18","69,69","74,43","67,86","280,04K","5,27%"
"Dez 14","69,52","73,69","73,69","65,67","403,24K","-5,31%"
"Nov 14","73,41","76,35","76,35","70,45","313,11K","-3,18%"
"Out 14","75,82","76,27","77,18","75,11","289,33K","0,02%"
"Set 14","75,81","75,79","77,05","74,85","296,10K","0,66%"
"Ago 14","75,31","76,11","77,29","73,31","348,75K","-0,36%"
"Jul 14","75,59","75,10","77,98","74,32","262,58K","1,56%"
"Jun 14","74,43","75,31","75,62","72,24","275,32K","-0,42%"
"Mai 14","74,74","74,30","75,98","72,94","307,96K","1,19%"
"Abr 14","73,86","73,36","74,47","71,69","249,18K","1,54%"
"Mar 14","72,74","74,33","79,66","70,53","306,21K","-2,07%"
"Fev 14","74,27","65,75","77,32","61,49","534,65K","13,06%"
"Jan 14","65,69","75,78","75,78","63,22","487,10K","-12,94%"
"Dez 13","75,45","79,02","79,74","72,85","342,54K","-3,87%"
"Nov 13","78,49","79,21","79,21","72,96","348,75K","-0,26%"
"Out 13","78,70","79,88","79,88","76,99","303,96K","-1,01%"
"Set 13","79,50","77,15","84,08","76,50","297,24K","0,40%"
"Ago 13","79,18","81,81","84,03","71,64","421,01K","-2,66%"
"Jul 13","81,34","85,99","88,55","79,13","341,37K","-4,83%"
"Jun 13","85,47","98,24","98,24","81,48","423,84K","-13,00%"
"Mai 13","98,24","103,15","103,38","97,08","323,07K","-4,23%"
"Abr 13","102,57","98,82","104,60","98,82","628,28K","3,38%"
"Mar 13","99,22","100,96","101,71","97,78","281,87K","-0,75%"
"Fev 13","99,97","99,85","103,15","98,30","311,61K","0,76%"
"Jan 13","99,22","101,13","104,02","95,41","327,48K","-4,02%"
"Dez 12","103,38","95,64","104,02","93,96","232,58K","8,43%"
"Nov 12","95,34","97,08","97,95","91,30","190,60K","-1,79%"
"Out 12","97,08","101,71","102,57","90,15","240,07K","-4,55%"
"Set 12","101,71","92,46","102,57","88,76","252,89K","15,03%"
"Ago 12","88,42","104,88","105,46","85,81","246,92K","-15,70%"
"Jul 12","104,88","95,93","109,80","95,93","186,01K","9,73%"
"Jun 12","95,58","89,69","101,13","89,17","191,46K","6,09%"
"Mai 12","90,09","82,06","90,09","81,48","124,52K","9,02%"
"Abr 12","82,64","84,37","85,75","78,59","124,06K","-1,04%"
"Mar 12","83,51","78,88","86,68","75,18","181,13K","6,89%"
"Fev 12","78,13","71,77","83,21","71,66","107,55K","8,25%"
"Jan 12","72,18","72,47","73,30","71,66","33,10K","-0,40%"
"Dez 11","72,47","71,71","72,52","70,96","35,81K","0,40%"
"Nov 11","72,18","68,88","72,23","66,74","44,02K","5,22%"
"Out 11","68,59","72,97","73,39","67,55","54,70K","-6,09%"
"Set 11","73,04","72,81","74,08","70,62","59,82K","-0,71%"
"Ago 11","73,56","71,72","74,95","71,43","74,95K","3,58%"
"Jul 11","71,02","67,84","80,90","65,42","68,33K","7,52%"
"Jun 11","66,05","69,35","71,95","62,47","29,53K","-4,75%"
"Mai 11","69,35","69,35","72,18","67,03","41,96K","0,42%"
"Abr 11","69,06","66,46","69,35","58,94","22,19K","8,64%"
"Mar 11","63,57","59,23","66,40","59,23","40,53K","7,32%"
"Fev 11","59,23","56,05","59,23","55,48","37,52K","5,68%"
"Jan 11","56,05","57,85","57,85","55,13","11,29K","-3,75%"
