"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Nov 18","16,80","19,52","19,82","16,05","962,40K","-15,14%"
"Out 18","19,80","22,02","22,57","18,96","1,89M","-10,14%"
"Set 18","22,04","23,32","23,32","21,41","1,13M","-2,51%"
"Ago 18","22,61","17,95","23,16","17,95","2,57M","29,92%"
"Jul 18","17,40","17,70","19,37","17,09","1,47M","-0,83%"
"Jun 18","17,54","17,13","18,57","16,48","1,53M","2,96%"
"Mai 18","17,04","14,61","17,13","14,61","807,60K","21,89%"
"Abr 18","13,98","13,28","14,81","13,28","1,56M","3,74%"
"Mar 18","13,48","13,99","14,37","13,29","1,15M","-4,55%"
"Fev 18","14,12","12,84","14,15","12,05","2,48M","9,84%"
"Jan 18","12,85","13,66","14,07","12,47","1,92M","-5,93%"
"Dez 17","13,66","13,46","14,30","13,11","603,60K","0,82%"
"Nov 17","13,55","13,30","14,19","13,05","644,40K","2,54%"
"Out 17","13,22","11,64","13,34","11,45","910,40K","13,64%"
"Set 17","11,63","12,37","12,70","11,31","708,80K","-6,42%"
"Ago 17","12,43","11,05","12,43","11,05","589,20K","11,51%"
"Jul 17","11,15","11,39","11,55","10,98","470,00K","-2,22%"
"Jun 17","11,40","11,89","12,71","11,20","1,29M","-3,01%"
"Mai 17","11,75","11,10","12,41","10,98","735,20K","8,82%"
"Abr 17","10,80","11,04","11,10","10,38","401,20K","0,15%"
"Mar 17","10,78","10,22","11,11","10,16","818,00K","7,39%"
"Fev 17","10,04","9,53","10,09","9,43","627,20K","11,90%"
"Jan 17","8,97","8,83","9,23","8,79","1,82M","0,29%"
"Dez 16","8,95","9,05","9,32","8,66","524,80K","0,00%"
"Nov 16","8,95","8,40","9,04","8,26","871,20K","4,29%"
"Out 16","8,58","8,50","8,91","8,46","769,60K","-0,68%"
"Set 16","8,64","8,17","8,93","7,72","1,28M","6,81%"
"Ago 16","8,09","8,10","8,32","7,88","1,14M","2,20%"
"Jul 16","7,91","7,28","8,07","7,03","2,42M","9,07%"
"Jun 16","7,25","8,29","8,40","7,12","1,12M","-13,27%"
"Mai 16","8,36","7,57","8,48","7,32","2,01M","10,63%"
"Abr 16","7,56","9,17","9,38","7,51","1,52M","-18,02%"
"Mar 16","9,22","9,20","9,31","8,28","2,25M","2,03%"
"Fev 16","9,04","8,85","9,20","8,59","1,69M","0,16%"
"Jan 16","9,02","9,61","9,77","8,83","1,89M","-9,03%"
"Dez 15","9,92","10,61","10,61","9,62","1,78M","-7,91%"
"Nov 15","10,77","10,78","10,95","10,03","1,51M","-0,42%"
"Out 15","10,82","10,03","10,82","9,53","1,94M","7,22%"
"Set 15","10,09","9,38","11,00","9,32","4,47M","5,50%"
"Ago 15","9,56","9,64","9,64","8,43","2,07M","-0,19%"
"Jul 15","9,58","9,11","9,87","8,92","1,56M","6,61%"
"Jun 15","8,99","9,64","9,64","8,94","674,40K","-6,18%"
"Mai 15","9,58","9,14","9,64","8,38","480,00K","11,75%"
"Abr 15","8,57","9,02","9,13","8,57","689,20K","-6,48%"
"Mar 15","9,17","8,50","9,73","8,44","2,08M","7,88%"
"Fev 15","8,50","7,24","8,79","7,17","528,80K","15,32%"
"Jan 15","7,37","6,75","7,97","6,32","1,73M","7,44%"
"Dez 14","6,86","6,77","7,07","6,59","983,60K","-5,91%"
"Nov 14","7,29","6,29","7,29","6,15","269,60K","19,04%"
"Out 14","6,12","5,57","6,12","5,42","210,00K","14,41%"
"Set 14","5,35","5,32","5,76","5,01","1,13M","2,92%"
"Ago 14","5,20","4,82","5,30","4,82","102,80K","5,46%"
"Jul 14","4,93","4,64","4,93","4,40","132,00K","8,98%"
"Jun 14","4,52","4,62","4,94","4,47","1,31M","-1,37%"
"Mai 14","4,59","4,23","4,66","4,21","1,48M","8,37%"
"Abr 14","4,23","3,93","4,23","3,68","814,80K","7,97%"
"Mar 14","3,92","3,99","4,04","3,92","344,40K","-1,00%"
"Fev 14","3,96","3,92","4,24","3,91","490,00K","2,53%"
"Jan 14","3,86","4,21","4,26","3,84","434,00K","-8,49%"
"Dez 13","4,22","4,23","4,31","4,04","2,53M","2,20%"
"Nov 13","4,13","3,69","4,13","3,69","2,50M","10,95%"
"Out 13","3,72","3,42","3,72","3,37","1,21M","8,54%"
"Set 13","3,43","3,74","3,74","3,22","2,95M","-8,11%"
"Ago 13","3,73","3,28","3,90","3,28","1,03M","13,79%"
"Jul 13","3,28","2,85","3,28","2,85","1,45M","18,47%"
"Jun 13","2,77","3,04","3,07","2,75","2,25M","-8,33%"
"Mai 13","3,02","2,81","3,05","2,78","1,98M","10,54%"
"Abr 13","2,73","2,76","2,76","2,46","5,21M","-3,05%"
"Mar 13","2,82","2,69","2,93","2,58","1,64M","2,54%"
"Fev 13","2,75","2,79","2,94","2,72","772,80K","-2,80%"
"Jan 13","2,83","3,48","3,48","2,73","481,60K","-13,33%"
"Dez 12","3,26","3,66","3,66","3,26","386,40K","-16,00%"
"Nov 12","3,88","3,50","3,88","3,49","187,60K","3,28%"
"Out 12","3,76","4,23","4,23","3,76","151,20K","-10,80%"
"Set 12","4,22","4,25","4,31","4,22","28,00K","0,85%"
"Ago 12","4,18","3,81","4,32","3,81","392,00K","8,97%"
"Jul 12","3,84","3,81","3,89","3,63","305,20K","6,09%"
"Jun 12","3,62","3,48","3,65","3,48","89,60K","1,08%"
"Mai 12","3,58","3,43","3,58","3,26","126,00K","4,08%"
"Abr 12","3,44","3,53","3,53","3,44","218,40K","2,39%"
"Mar 12","3,36","2,86","3,38","2,85","229,60K","17,65%"
"Fev 12","2,85","2,46","2,85","2,40","235,20K","18,40%"
"Jan 12","2,41","2,34","2,44","2,33","137,20K","3,30%"
"Dez 11","2,33","2,14","2,33","2,14","109,20K","0,00%"
"Set 11","2,33","2,04","2,33","2,04","16,80K","24,26%"
"Ago 11","1,88","1,81","1,88","1,81","56,00K","-1,61%"
"Jul 11","1,91","1,91","1,91","1,91","2,80K","10,03%"
"Mai 11","1,74","1,74","1,74","1,74","64,40K","2,83%"
"Abr 11","1,69","1,69","1,69","1,69","2,80K","-8,05%"
"Fev 11","1,84","1,84","1,84","1,84","36,40K","1,02%"
"Jan 11","1,82","1,82","1,82","1,82","2,80K","7,27%"
"Dez 10","1,69","1,69","1,71","1,68","173,60K","1,66%"
"Nov 10","1,67","1,61","1,67","1,61","207,20K","4,04%"
